length,molecular_weight,aromaticity,instability_index,isoelectric_point,gravy,label
610.0,67165.6254,0.05901639344262295,33.26952459016392,9.693804740905762,-0.29114754098360657,1
1153.0,131115.7272,0.09453599306157849,48.965845620121726,8.199105262756348,-0.3851691240242845,1
387.0,42784.695999999996,0.11111111111111112,40.908010335917325,8.790022468566896,0.19069767441860463,1
1086.0,113894.27799999999,0.06906077348066299,30.064392265193515,8.307670021057131,0.2990791896869245,1
374.0,39723.804000000004,0.06684491978609625,30.498930481283406,7.4508756637573255,0.15802139037433155,1
403.0,43945.508499999996,0.05459057071960298,39.62977667493796,8.865386009216309,-0.042183622828784136,1
366.0,39591.2801,0.06284153005464481,41.23743169398906,6.4646623611450185,-0.05628415300546449,1
1130.0,122871.0844,0.06371681415929203,52.05921238938084,8.841468238830569,-0.5971681415929204,1
599.0,68685.5545,0.12687813021702837,44.494841402337336,6.811437034606934,-0.18146911519198666,1
206.0,23468.806,0.06310679611650485,27.090776699029124,10.05199108123779,-0.6640776699029127,1
315.0,35995.9014,0.1111111111111111,43.20606349206349,6.51297550201416,-0.43492063492063493,1
1363.0,152755.611,0.08363903154805576,50.6617901687457,5.903434181213378,-0.32428466617754953,1
108.0,11940.3877,0.06481481481481481,70.55648148148148,9.720172309875487,-0.8601851851851853,1
1338.0,150766.94679999998,0.08594917787742899,46.14210762331867,8.663406562805175,-0.35000000000000003,1
475.0,54488.759,0.1705263157894737,29.938357894736853,8.952482795715333,0.23157894736842102,1
1382.0,156331.1466,0.09406657018813314,48.26869753979773,5.828463554382325,-0.3593342981186686,1
648.0,73050.75910000001,0.08179012345679013,51.85509259259275,9.332266044616702,-0.39166666666666666,1
210.0,23704.856,0.09047619047619047,43.08904761904762,5.996422767639159,-0.3923809523809524,1
623.0,67876.8485,0.07223113964686999,35.402423756019296,7.578990745544434,-0.17399678972712682,1
312.0,35101.911199999995,0.0641025641025641,41.0948717948718,5.746047019958497,-0.20705128205128207,1
373.0,41899.7859,0.09651474530831099,45.273485254691664,8.161004447937014,-0.14986595174262737,1
622.0,70036.1126,0.09003215434083602,40.87766881028953,5.636802482604979,-0.5392282958199357,1
330.0,36294.4829,0.08181818181818182,46.42699999999998,6.323019599914551,-0.035454545454545475,1
373.0,42251.082800000004,0.10991957104557641,39.8646380697051,8.860873222351074,-0.18069705093833782,1
707.0,78457.3075,0.12022630834512023,41.09803394625192,5.69369831085205,-0.3942008486562943,1
372.0,42051.6755,0.10752688172043011,38.46508064516131,8.118713188171387,-0.19327956989247314,1
647.0,68995.8713,0.05255023183925812,47.92534775888734,7.959153938293457,-0.09134466769706338,1
1434.0,160968.321,0.08507670850767085,42.87531380753164,7.101941108703613,-0.44658298465829843,1
334.0,36638.0686,0.05389221556886227,26.87185628742514,5.711261558532715,0.0559880239520958,1
926.0,102130.6111,0.07019438444924406,45.43444924406072,6.175749778747559,-0.12732181425485964,1
355.0,40750.1062,0.10422535211267606,40.20791549295773,8.673012351989748,-0.451830985915493,1
531.0,57936.244000000006,0.054613935969868174,27.03032015065912,7.9550279617309565,-0.128060263653484,1
106.0,12517.3672,0.09433962264150943,75.13301886792452,9.274760246276855,-0.9141509433962265,1
1159.0,126653.4853,0.07420189818809318,52.16195858498731,8.195881843566895,-0.17282139775668684,1
124.0,13711.4722,0.07258064516129031,30.912096774193532,8.584303855895996,-0.3943548387096774,1
293.0,35215.253,0.1945392491467577,37.28808873720135,6.754086494445801,-0.10819112627986353,1
359.0,39232.9589,0.07799442896935933,41.89275766016712,6.204851341247559,0.0016713091922005484,1
381.0,41942.4303,0.06299212598425197,34.267191601049845,8.882728004455569,0.05301837270341206,1
651.0,73812.0869,0.10599078341013825,34.698632872503865,9.266314888000487,-0.47956989247311826,1
180.0,19607.526100000003,0.07222222222222223,39.292777777777765,5.779240989685058,0.10388888888888886,1
514.0,55712.123700000004,0.09533073929961089,48.35739299610897,5.6934709548950195,0.5793774319066148,1
595.0,66215.3171,0.07226890756302522,45.88405042016814,8.295936775207519,-0.35361344537815126,1
152.0,17232.908099999997,0.05263157894736842,58.45269736842104,8.685519218444824,-0.1453947368421053,1
323.0,36787.9135,0.09287925696594428,41.47804953560372,8.01756229400635,-0.33095975232198144,1
130.0,14856.022599999998,0.06923076923076923,39.44692307692306,10.943524360656738,-0.6869230769230769,1
336.0,35328.5112,0.06845238095238095,36.95624999999997,8.383291435241702,0.1220238095238095,1
142.0,15257.359100000001,0.07746478873239436,6.973943661971832,8.716915321350097,0.04788732394366195,1
405.0,44126.0931,0.07407407407407407,59.79086419753091,9.422715187072754,0.11851851851851848,1
517.0,56380.6453,0.09477756286266924,32.27524177949708,6.62756290435791,-0.13655705996131529,1
539.0,58486.4589,0.0816326530612245,34.532653061224465,8.212256813049319,-0.062152133580705024,1
249.0,27391.2418,0.07630522088353413,44.27995983935744,8.215609169006349,-0.26746987951807233,1
680.0,73871.9731,0.08529411764705883,28.253999999999987,5.102515983581542,-0.25588235294117645,1
444.0,49670.276,0.09684684684684684,37.57725225225222,4.780352592468262,-0.34797297297297297,1
993.0,112902.2098,0.1148036253776435,50.31072507552893,5.480040550231934,-0.24209466263846932,1
584.0,65442.836,0.08904109589041095,48.55534246575351,7.524425315856934,-0.15205479452054796,1
332.0,36310.8667,0.0572289156626506,30.486445783132528,7.075908851623535,0.14819277108433734,1
535.0,57214.108199999995,0.07850467289719626,39.01235514018689,8.621437644958498,0.010467289719626158,1
103.0,11735.440999999999,0.029126213592233007,18.05533980582524,9.681040000915527,-0.3524271844660194,1
301.0,34234.4602,0.09302325581395349,45.3514950166113,7.177252769470216,-0.17973421926910302,1
533.0,56649.873700000004,0.0450281425891182,30.745966228893074,6.288916206359863,0.09324577861163225,1
1023.0,115933.93849999999,0.09286412512218964,45.16551319648113,6.3946935653686525,-0.3278592375366569,1
395.0,43596.821299999996,0.053164556962025315,61.06455696202539,9.236079216003418,-0.8577215189873418,1
81.0,9369.7407,0.13580246913580246,22.53469135802469,9.415365791320802,-0.3802469135802469,1
235.0,26132.181099999998,0.10638297872340426,33.096638297872325,8.216124916076662,-0.5255319148936171,1
